Movie name,Description,Genre
Friday the 13th Part III," idyllic summer turns   nightmare  unspeakable terror  yet another group  naïve friends. ignoring camp crystal lake's bloody legacy, one  one  fall victim   magical jason,  stalks   every turn...","Horror, Thriller"
Starship Troopers: Traitor of Mars,"federation trooper johnny rico  ordered  work   group  new recruits   satellite station  mars,  giant bugs  decided  target  next attack.","Animation, Action, Science Fiction"
Legion," god loses faith  humankind,  sends  legion  angels  bring   apocalypse. humanity's  hope  survival lies   group  strangers trapped   out-of-the-way, desert diner   archangel michael.","Horror, Action, Fantasy"
St Trinian's,"  beloved school  threatened  closure   powers   fail  raise  proper funds,  girls scheme  steal  priceless painting  use  profits  pull st. trivial's    red.",Comedy
Futureworld,"two years   westward tragedy   demos amusement park,  corporate owners  reopened  park following  $1 billion  safety   improvements.  publicity purposes, reporters chuck drowning  tracy ballad  invited  review  park.  prior  arriving, however, drowning  given  clue   dying man  something  miss.","Action, Adventure, Science Fiction, Thriller"
Chicken Little,"  sky really  falling  sanity  flown  coop,   rise  save  day? together   hysterical band  visit friends, chicken little must hatch  plan  save  planet  alien invasion  prove   world's biggest hero   little chicken.","Animation, Family, Comedy"
The Break-Up,"pushed   breaking-up point   latest 'why can't    one little thing  me?' argument, brooke calls  quits   boyfriend gary.  follows   hilarious series  remedies, war tactics, overtures  undermining tricks –  encouraged   former couple's friends  confidant …and  occasional total stranger!  neither ex  willing  move    shared apartment,   solution   continue living  hostile roommates  one   reaches breaking point.","Romance, Comedy"
Sky Captain and the World of Tomorrow," gigantic robots attack new york city, ""sky captain"" uses  private air force  fight  off.  ex-girlfriend, reporter poll perkins,   investigating  recent disappearance  prominent scientists. suspecting  link   global robot attacks  missing men, sky captain  poll decide  work together.  fly   himalayas  pursuit   mysterious dr. totenkopf,  mastermind behind  robots.","Mystery, Action, Thriller, Science Fiction, Adventure"
Assault on Wall Street,"jim   average new worker living  peaceful life   well paying job   loving family. suddenly, everything changes   economy crashes causing jim  lose everything. filled  anger  rage, jim snaps  goes  extreme lengths  seek revenge   life taken  him.","Drama, Thriller, Action"
The Solitude of Prime Numbers,"prime numbers  divisible   one  themselves.  numbers  solitary  incomprehensible  others. alice  matter   ""prime"",  haunted   tragedies   marked   childhood:  skiing accident  alice   caused  defect   leg,   loss   twin sister  matthew.",Drama
Funny People,"famous  wealthy funnyman george simmons  give much thought    treats people   doctor delivers stunning health news, forcing george  evaluate  priorities   little help  aspiring stand-up comic ira.","Comedy, Drama"
Memoirs of an Invisible Man,"  freak accident,  invisible puppies runs   life   treacherous cia official  trying  cope   new life.","Science Fiction, Comedy, Romance, Thriller"
Serial (Bad) Weddings 2,"claude  marie verneuil face  new crisis.  four spouses   daughters, david, raceid, chan  charles decided  leave france  various reasons.    imagining  lives elsewhere.",Comedy
This Is 40,"pete  debate     turn 40,  kids hate  other,    businesses  failing,    verge  losing  house,   relationship  threatening  fall apart.",Comedy
Gnomeo & Juliet," version  shakespeare's play, set   world  warring indoor  outdoor genomes. garden genomes gnome  julie   many obstacles  overcome   quasi namesake    caught    feud  neighbors.   plastic pink flamingo  lawnmower races   mix,   young couple find lasting happiness?","Animation, Family"
The Jungle Book 2,"mowgli   living   man-village   little stepmother hanja   best friend anti.   man-cub still   jungle rhythm   heart,   misses  old buddies also  bagheera.  mowgli wanders back   wild   swinging' fun,  soon finds  man-eating tiger  khan  lurking   shadows  planning  revenge.","Family, Animation, Adventure"
The Ewok Adventure,"wicket  work   friends agree  help two shipwrecked human children, mace  index,   quest  find  parents.","Adventure, Family, Fantasy, Science Fiction, TV Movie"
The Front Runner,"gary hart, former senator  colorado, becomes  front-runner   democratic presidential nomination  1987. hart's intelligence, charisma  idealism makes  popular  young voters, leaving    seemingly clear path   white house.   comes crashing   allegations   extramarital affair surface   media, forcing  candidate  address  scandal  threatens  derail  campaign  personal life.","Drama, History"
Paranormal Activity 3," 1988, young sisters katie  wrist befriend  invisible entity  resides   home.","Horror, Mystery"
The Million Dollar Hotel, federal agent searches   potential killer among  bizarre residents   dilapidated los angeles hotel.,"Drama, Thriller"
All My Friends Are Dead," group  friends   new year’s eve party go   whirlwind  events  exposes secrets, breaks hearts —  leads   shocking outcome.","Comedy, Drama, Thriller"
Brick Mansions,"  dystopian detroit, grand houses   housed  wealthy   homes   city's most-dangerous criminals. surrounding  area   giant wall  keep  rest  detroit safe.  undercover cop admin collier, every day   battle  corruption   struggles  bring  father's killer, remained,  justice. meanwhile, admin   ex-con named link work together  save  city   plot  destroy it.","Action, Crime, Drama"
Addicted, galleries risks  family  flourishing career   enters   affair   talented painter  slowly loses control   life.,"Drama, Thriller"
Hardware,"mark 13   government-built killing machine programmed  artificial intelligence, able  repair  recharge    energy source.   series  coincidence,  cyborg's head ends    home   sculptures   bizarre christmas present   boyfriend.  inside  new home,  cyborg promptly reconstruct  rest   body using  variety  household utensils  proceeds  go   murderous rampage.","Horror, Science Fiction, Thriller"
Third Person," acclaimed novelist struggles  write  analysis  love  one  three stories,  set   different city,  detail  beginning, middle  end   relationship.","Drama, Romance"
The Worst Christmas of My Life,"paolo needs  reach  castle  alberto calcio,    invited  spend christmas   family  margherita,  ninth month  pregnancy.     also  blessed, daughter  alberto  childhood friend  margherita,   also pregnant. among various mishaps  blunder, paolo  combine another  his, coming  make everyone believe,    misunderstanding,  alberto's died   fault.",Comedy
Winchester,"san jose, california, 1906. isolated   labyrinthine mansion, eccentric firearm heiress sarah manchester believes     haunted   souls   killed   guns manufactured   company.","Horror, Thriller"
New Year's Eve, lives  several couples  singles  new york intertwined   course  new year's eve.,"Comedy, Romance"
The Signal," horror film told  three parts,  three perspectives,    mysterious transmission  turns people  killers invades every cell phone, radio,  television.","Horror, Science Fiction, Thriller"
Bordello of Blood,"private eye race gunman  hired  repressed, born-again katherine  find  missing bad-boy brother.  trail leads    warehouse run   thousand-year-old vampire  secretly backed  katherine's boss, televangelist jimmy current.","Horror, Comedy"
Racing Stripes,"shattered illusions  hard  repair -- especially   good-hearted zebra named stripes who's spent  life   kentucky farm amidst  sorely mistaken notion    debonair thoroughbred.   faces  fact   stark stripes mark   different,  decides  race anyway.   help   young girl  raised him,   might end    winner's circle.","Comedy, Family"
Suburbicon,"  quiet family town  suburbicon   1950s,  best  worst  humanity  hilarious reflected   deeds  seemingly ordinary people.   home invasion turns deadly,  picture-perfect family turns  blackmail, revenge  murder.","Thriller, Crime, Drama, Mystery"
Thinner," obese lawyer finds  growing ""thinner""   old roman man places  hex  him.   lawyer must call upon  friends  organized crime  help  persuade  old man  lift  curse. time  running    desperate lawyer   draws closer    death,  grows ever thinner.","Fantasy, Horror"
Brahms: The Boy II,"  family moves   heelshire mansion,  young son soon makes friends   life-like doll called brands.","Horror, Mystery, Thriller"
Cooties," mysterious virus hits  isolated elementary school, transforming  kids   feral swarm  mass savage.  unlikely hero must lead  mother band  teachers   fight   lives.","Comedy, Horror, Action, Science Fiction, Thriller"
A Guy Thing,"paul    good guy.   friends throw   wild bachelor party,   wants  keep  conscience clean --     shocked   wakes   bed   beautiful girl named beck  can't remember  night before. desperate  keep  fiancée, karen,  finding   may  may    truth,  tells   teens lie. soon  lies  spirulina   control   life   series  comical misunderstandings.","Comedy, Romance"
No One Gets Out Alive, immigrant  search   american dream  forced  take  room   boarding house  soon finds    nightmare    can't escape.,"Horror, Mystery, Thriller"
Righteous Kill,"two veteran new york city detectives work  identify  possible connection   recent murder   case  believe  solved years ago;    serial killer   loose,    perhaps put  wrong person behind bars?","Crime, Thriller, Mystery"
Child's Play 3,"eight years  seemingly destroying  killer doll, teen andy barely  placed   military school,   spirit  chuck returns  renew  quest  seek vengeance   recreated   mass  melted plastic.","Horror, Thriller"
The Eye,"violinist sydney wells  accidentally blinded   sister helen    five years old.  submits   cornea transplantation,   recovering   operation,  realizes    seeing dead people.","Drama, Horror, Thriller"
Destroyer," erin bell   young cop,   given  undercover assignment  ended badly  destroyed  life. years later,  must face  demons  order  make peace   past.","Thriller, Crime, Drama, Action"
Problem Child 2,"junior   father, ben, move  cold river  mortville. junior becomes threatened  ben's desire  date   find  new mother  junior,  sabotage    dates.","Comedy, Family"
The Rum Diary,"tired   noise  madness  new york   crushing conventions  late eisenhower-era america, itinerant journalist paul keep travels   pristine island  puerto rico  write   local san juan newspaper run   downtrodden editor letterman. adopting  rum-soaked lifestyle   late ‘50s version  hemingway’s 'the lost generation', paul soon becomes entangled    attractive american woman   fiancée,  businessman involved  shady property development deals.   within  world  keep ultimately discovers  true voice   writer  integrity   man.","Comedy, Drama"
The Grandmother,"susan leaves  life  paris,   works   model,  returns  madrid  take care   grandmother polar.","Drama, Horror"
Hitman: Agent 47, assassin teams    woman  help  find  father  uncover  mysteries   ancestry.,"Action, Crime, Thriller"
Death at a Funeral,"aaron's father's funeral  today   family home,  everything goes wrong:  funeral home delivers  wrong body,  cousin accidentally drugs  fiancé,  aaron's successful younger brother, ryan, flies   new york, broke  arrogant.  top   off,  mysterious stranger wants  word  aaron.",Comedy
Cargo, story  cargo takes place  rusty space-freighter kassandra   way  station 42.  young medic laura    one awake  board   rest   crew lies frozen  hibernation sleep.  4 months  laura's shift  over.,"Thriller, Mystery, Science Fiction"
Cargo, story  cargo takes place  rusty space-freighter kassandra   way  station 42.  young medic laura    one awake  board   rest   crew lies frozen  hibernation sleep.  4 months  laura's shift  over.,"Thriller, Mystery, Science Fiction"
"Silent Night, Deadly Night","billy chapman,   traumatized   parents' christmas eve murder,  brutalized  sadistic orphanage nuns, grows   dress  jolly st. nick   yuletide rampage  punish  naughty.","Thriller, Horror"
Fifty Shades of Grey," college senior anastasia steele steps    sick roommate  interview prominent businessman christian grey   campus paper, little   realize  path  life  take. christian,  enigmatic    rich  powerful, finds  strangely drawn  ana,    him. though sexually inexperienced, ana plunges headline   affair --  learns  christian's true sexual proclivities push  boundaries  pain  pleasure.","Drama, Romance, Thriller"
Free Birds,two turkeys  opposite sides   tracks must put aside  differences  team   travel back  time  change  course  history—and get turkey   holiday menu  good.,"Animation, Comedy, Family"
Planet 51," earth astronaut capt. chuck baker arrives  planet 51 --  world reminiscent  american suburb circa 1950 --  tries  avoid capture, recover  spaceship  make  home safely,    help   sympathetic little green being.","Animation, Family, Comedy, Science Fiction, Adventure"
In the Land of Women,"  bad breakup   girlfriend leaves  heartbroken, carter webb moves  michigan  take care   ailing grandmother.  there,  gets mixed    lives   mother  daughters  live across  street.","Romance, Comedy, Drama"
RoboCop," robocop,  year  2028  multinational conglomerate omnicorp    center  robot technology. overseas,  drones   used   military  years,    forbidden  law enforcement  america.  omnicorp wants  bring  controversial technology   home front,   see  golden opportunity   it.  alex murphy –  loving husband, father  good cop   best  stem  tide  crime  corruption  detroit –  critically injured, omnicorp sees  chance  build  part-man, part-robot police officer. omnicorp envision  robocop  every city  even  billions   shareholders,   never counted  one thing:   still  man inside  machine.","Science Fiction, Action, Crime"
Tamara Drewe," young newspaper writer returns   hometown   english countryside,   childhood home   dropped  sale.","Comedy, Romance"
3 Men and a Little Lady,"sylvia's work increasingly takes  away   three men  help bring  mary,  daughter.   decides  move  england  take mary  her,  three men  heartbroken  losing  two  important females   lives.","Family, Comedy"
Forbidden Empire,"early 18th century. cartographer jonathan green undertakes  scientific voyage  europe   east.  passed  transylvania  crossed  carpathian mountains,  finds    small village lost  impossible woods. nothing  chance  heavy fog could bring    cursed place. people  live    resemble   people   traveler saw  that.  villagers,  dug  deep moat  fend    rest   world, share  naive belief   could save   evil, failing  understand  evil  made  nest   souls   waiting   opportunity  push  upon  world.","Thriller, Adventure, Mystery, Fantasy, Horror, Science Fiction"
RV,"climbing aboard  mammoth recreational vehicle   cross-country road trip   colorado rookies,  mundo family – led  dysfunctional patriarch, bob – prepares   adventure   lifetime.  spending two weeks together  one seriously small space   way  camping  style.","Family, Comedy, Romance, Drama"
Beverly Hills Cop III,"  boss  killed, detroit cop axe foley finds evidence   murderer  ties   california amusement park called wonder world. returning  sunny beverly hills  more, foley reunites  detective billy rosewood  solve  case. along  billy's new partner, detective jon flint,  discover  wonder world   used   front   massive counterfeiting ring.","Action, Comedy, Crime"
The Blackcoat's Daughter,"two young women   prestigious prep school  sailed   evil, invisible power   stranded  winter break.","Horror, Mystery"
Beyond the Reach, high-rolling corporate shark   impoverished young guide play   dangerous game   hunting trip   move desert.,Thriller
Exodus: Gods and Kings," defiant leader moses rises    egyptian pharaoh raises, setting 400,000 slaves   monumental journey  escape  egypt   terrifying cycle  deadly plague.","Adventure, Drama, Action"
USS Indianapolis: Men of Courage," harrowing true story   crew   uss indianapolis,   stranded   philippine sea  five days  delivering  atomic weapons  would eventually end wwii.   awaited rescue,  endured extreme thirst, hunger,  relentless shark attacks.","Action, War"
Sinister 2, young mother   twin sons move   rural house that's marked  death.,Horror
Paris or Perish,"maya  living  ultimate fashionistas dream:   working   stylist  one   french trend setters,   capital  haute-couture: paris. one    girls  fashion, shes following  dreams  one night,   life takes  sudden turn: shes  deported back  morocco,   stopped   speeding,   visa expired  time ago.      24 hours, shes deported back   family  original country.  strong cultural shock   judgment differences  pushing  woman  obtain back  place   city  dreams   dreams,  matter  costs.    mean     return alone,   finds  things also among  way back   city.",Comedy
Butter, adopted girl discovers  talent  butter carving  finds  pitted   ambitious local woman   iowa town's annual contest.,Comedy
Beverly Hills Chihuahua 2,"puppy mayhem turns  lives  newlywed chihuahua parents api  chloe upside    rambunctious, mischievous puppies present one challenge  another.    human owners end   trouble,  tiny pups  stop  nothing  save  -   good times  hard times,  family always sticks together.  api, chloe   puppies embark   heroic adventure, proving    big heroes come  small packages.","Comedy, Family"
The Spy Next Door,"former cia spy bob ho takes   toughest assignment  date: looking   girlfriend's three kids,   exactly warmed   mom's beau.   one   youngsters accidentally downloads  top-secret formula, bob's longtime nemesis,  russian terrorist, pays  visit   family.","Action, Comedy, Family"
Red Dot,"  hiking trip  rekindle  marriage,  couple find  fleeing   lives   forgiving wilderness   unknown shooter.","Thriller, Horror"
Gringo, american businessman   stake   pharmaceutical company that's   go public finds  life  thrown  turmoil   incident  mexico.,"Comedy, Action, Crime"
"For a Good Time, Call...","college ""enemies"" lauren  katie move  together  losing  relationship  rent control, respectively. sharing katie's late grandmother's apartment  new york city,  girls kicker     one fateful night,  katie's noisy bedroom activities make lauren barge   discover  dirty little secret.  revelation brings  closer together,  lauren (the brains)  katie (the talent) concept  wildly successful business venture.  profits swell,  girls evaluate  hopes  dreams  realize    someone peer   hair  college  mean     best friend 10 years later.","Comedy, Drama"
London Boulevard, parole falls   reclusive movie star  trying  evade  ruthless gangster.,"Drama, Crime"
The Wolfman,"lawrence talent,  american man   visit  victorian london  make amends   estranged father, gets bitten   werewolf and,   moonlight transformation, leaves    savage hunger  flesh.",Horror
Me Time,"  family away,  devoted stay-at-home dad enjoys  first  time  years  joining  hard-partying old friend   wild birthday adventure.",Comedy
A Perfect Plan,"successful woman  love tries  break  family curse  every first marriage ending  divorce,  washing   altar   random stranger  marrying  boyfriend.","Comedy, Romance"
The Rookie,"veteran cop nick pulovski  used  playing musical partners; many   partners     past  died   job,  often   result  nick's risky tactics.   rookie who's  assigned  help nick bust  cracking ring  almost  hotheaded    …   nick gets kidnapped,  newbie partner    hope.","Action, Crime, Drama, Thriller"
Phantom," haunted captain   soviet submarine holds  fate   world   hands. forced  leave  family behind,   charged  leading  covert mission clocked  mystery.",Thriller
Battleship," mankind beams  radio signal  space,  reply comes  ‘planet g’,   form  several alien crafts  splash    waters  hawaii. lieutenant alex hopper   weapons officer assigned   uss john paul jones, part   international naval coalition  becomes  world's last hope  survival   engage  hostile alien force  imaginable strength.  taking   invaders, hopper must also try  live    potential   brother,   fiancée's father—an admiral—expect  him.","Thriller, Action, Adventure, Science Fiction"
54,"shane o'shea,  jersey boy  big dreams, crosses  river  hopes  finding another,  exciting life  studio 54.  steve bell,  mastermind behind  infamous disco places shane   sea  faces clamoring  get inside  club, shane   gets  foot   door,  lands  coveted job behind  bar -   front-row ticket    legendary party   planet.","Drama, Music"
Pushing Tin,two air traffic controllers  thrive  living dangerously compete  outro    several levels.,"Comedy, Drama"
Leatherheads," light hearted comedy   beginnings  professional american football.   decorated war hero  college  star  tempted  playing professional football. everyone see  chance  make  big money,    reporter digs   dirt   war hero... everyone could lose out.","Comedy, Romance, Drama"
Nocturne,"inside  halls   elite arts academy,  timid music student begins  outside   accomplished  outgoing twin sister   discovers  mysterious notebook belonging   recently deceased classmate.","Horror, Mystery, Thriller"
Dennis the Menace,mr. wilson's ever-present annoyance comes   form  one mischievous kid named dennis.   need dennis's tricks  uncover  collection  gold coins  go missing   shady drifter named switchblade sam comes  town.,"Family, Comedy"
Escape from L.A.,  9.6-quake los angeles  2013 comes snake plissken.  job: wade  l.a.'s ruined landmarks  retrieve  doomsday device.,"Action, Adventure, Science Fiction, Thriller"
Because I Said So,"  effort  prevent family history  repeating itself, meddlesome mom dane wider attempts  set   youngest daughter, mill,  mr. right. meanwhile,   daughters try  keep  mom's good intentions  control.","Romance, Comedy"
Awake,"  sudden global event wives   electronics  takes away humankind’s ability  sleep, chaos quickly begins  consume  world.  jill,  ex-soldier   troubled past, may hold  key   cure   form    daughter.  question is,  jill safely deliver  daughter  save  world    loses  mind.","Drama, Science Fiction, Thriller"
Muse,"samuel salmon,  literature professor,    work  almost  year   tragic death   girlfriend. samuel   suffering   recurring nightmare    woman  brutally murdered   strange ritual. suddenly,   woman  appears every night   dreams  found dead  exactly   circumstances. samuel sneaks   crime scene    meets rachel   also dreamed   murder. together,    whatever    discover  identity   mystery woman, entering  terrifying world controlled   figures   inspired artists throughout time:  muses.","Thriller, Horror"
Muse,"samuel salmon,  literature professor,    work  almost  year   tragic death   girlfriend. samuel   suffering   recurring nightmare    woman  brutally murdered   strange ritual. suddenly,   woman  appears every night   dreams  found dead  exactly   circumstances. samuel sneaks   crime scene    meets rachel   also dreamed   murder. together,    whatever    discover  identity   mystery woman, entering  terrifying world controlled   figures   inspired artists throughout time:  muses.","Thriller, Horror"
Greenberg,"roger gutenberg,  failed musician  making  living   carpenter  new york, returns  los angeles  house-sit   brother.  stranded there—since   drive—until  brother's assistant, florence, comes   rescue.   much  lost soul   is,   pair form  significant connection—giving roger  much-needed reason   happy.","Comedy, Drama, Romance"
Poseidon," packed cruise ship traveling  atlantic  hit  overturned   massive wave, compelling  passengers  begin  dramatic fight   lives.","Adventure, Action, Drama, Thriller"
The Little Hours,"garfagnana, italy, 1347.  handsome servant assets, fleeing   vindictive master, takes shelter   nunnery  three young nuns, sister alexandra, sister genera  sister fernando, try unsuccessfully  find    purpose  life is,  conundrum     faces  different ways.",Comedy
Four Rooms, ted  bellhop's first night   job...and  hotel's  unusual guests    place    outrageous predicament.  seems   evening's room service  serving  one unbelievable happening  another.,Comedy
A Nice Girl Like You,"lucy neal  thrown   loop    accused    inhibited   ex-boyfriend.   effort  prove  wrong, lucy creates  rather wild to-do list  sends    whirlwind  surprising journey  self-discovery, friendship,  new love.","Comedy, Romance"
Automata,"jack vacant,  insurance agent  roc robotics corporation, routinely investigates  case  manipulating  robot.   discovers   profound consequences   future  humanity.","Thriller, Science Fiction"
A Nightmare on Elm Street 4: The Dream Master,"reddy krueger  resurrected   apparent demise,  rapidly tracks   kills  remainder   elm street kids. however, kristen,   draw others   dreams, wills  special ability   new friend, alice.","Horror, Thriller"
Mortal Kombat," nine generations  evil sorcerer   victorious  hand-to-hand battle   mortal enemies.   wins  tenth mortal kombat tournament, resolution  evil  reign   multiverse forever.  save earth, three warriors must overcome seemingly insurmountable odds,   inner demons,  superhuman foes   action/adventure movie based  one    popular video games   time.","Action, Fantasy"
Survive, couple celebrates  son’s birthday   middle   ocean   boat.  violent storm hits   brings  hungry creatures   depths   fight   survival.,"Science Fiction, Thriller, Adventure, Action"
Missing in Action,"american servicemen  still  held captive  vietnam     one man  bring  home   listening, fast-paced action/adventure starring martial arts superstar chuck norris. following  daring escape   vietnamese pow camp, special forces colonel james paddock (norris)    mission  locate  save remaining bias.","Action, Adventure, Thriller, War, Drama"
The Presidio,jay austin    civilian police detective. colonel caldwell   commanding officer years    left  military police   disagreement   handling   drunk driver.   series  murders  cross jurisdictions force   work together again.  austin   dating caldwell's daughter   helping  relationship.,"Action, Crime, Mystery, Thriller"
Absolution," aging ex-boxer gangster working  muscle   boston crime boss receives  upsetting diagnosis. despite  altering memory,  attempts  rectify  sins   past  reconnect   estranged children.   determined  leave  positive legacy   grandson,   criminal underworld isn’t done    won’t loose  grip willingly.","Action, Crime, Thriller, Mystery"
Our Brand Is Crisis,"based   documentary ""our brand  crisis"",  feature focuses   use  american political campaign strategies  south america.","Comedy, Drama"
Huesera: The Bone Woman,"galeria's joy  becoming  first-time mother  quickly taken away   cursed   sinister entity.  danger closes in,  forced deeper   chilling world  dark magic  threatens  consume her.","Horror, Mystery, Drama"
Love Addict,gabriel can't resist  beautiful woman.   womanizing attitude  taking  toll   career  social life.  decides  hire  life coach  help him.,"Comedy, Romance"
The Cobbler,"max skin repairs shoes    new york shop      family  generations. disenchanted   grind  daily life, max stumbles upon  magical heirloom  allows   step   lives   customers  see  world   new way. sometimes walking  another man's shoes    way one  discover   really are.","Fantasy, Comedy, Drama"
The Hitcher," driving   new mexico desert   rainy night, college students jim false   girlfriend grace andrews give  ride   hitchhiker.    car,  stranger proves    psychopath threatening  young couple   knife,  jim successfully throws     car.  sets   chain  events   change    lives forever.","Crime, Horror, Thriller"
Lying and Stealing,"hoping  leave  criminal lifestyle behind him,  successful art thief teams    sexy con woman  pull   ultimate heist  set  free.","Crime, Comedy, Drama"
It Comes at Night,"secure within  desolate home   unnatural threat terrorists  world,  man  established  tenuous domestic order   wife  son,    soon  put  test   desperate young family arrives seeking refuge.","Drama, Horror, Mystery"
The Last Five Years," new york,  struggling actress   successful writer sing   failed marriage  two perspectives.","Comedy, Drama, Music, Romance"
Splice,"else  clive, two young rebellious scientists, defy legal  ethical boundaries  forge ahead   dangerous experiment: splicing together human  animal dna  create  new organism. named ""aren"",  creature rapidly develops   deformed female infant   beautiful  dangerous winged human-camera,  forges  bond     creators -     bond turn deadly.","Horror, Science Fiction"
Blade: Trinity," years, blade  fought   vampires   cover   night.  now,  falling   crosshair   fbi,   forced    daylight,    driven  join forces   clan  human vampire hunters  never knew existed—the nightstalkers. together  abigail  cannibal, two deeply trained nightstalkers, blade follows  trail  blood   ancient creature   also hunting him—the original vampire, dracula.","Action, Horror, Science Fiction"
Undercover Brother," afro-american organization,  b.r.o.t.h.e.r.h.o.o.d.,   permanent fight   white organization ""the man"" defending  values   black people  north america.   afro-american candidate gen. warren boutwell behaves strangely   presidential campaign, undercover brother  hired  work undercover  ""the man""  find  happened   potential candidate.","Action, Comedy"
Little Nicky,"  lord  darkness decides    cede  throne     three sons,  two  powerful   escape  earth  create  kingdom  themselves.  action closes  portal filtering sinful souls  hell  causes stan  either away.  must send   weak  beloved son, little nick,  earth  return  brothers  hell.","Comedy, Fantasy"
One Night at McCool's,"  ordinary night,   ordinary part  town,  beautiful young woman walks   bar.  name  jewel,   long   chatting  bartender randy.  pair leave together,   ends  getting   muscle   criminal boyfriend,    shoots dead, later persuading randy  take  rap  her.     end  it,   randy's cousin carl   detective assigned   murder case also fall  jewel's charms  find  caught    ensuing events.  seems   man  meets jewel falls instantly  love  her,   going  use  fully    advantage, leaving  trail  havoc   wake.  also seems    going  get away   -  is,  randy decides  hire  hitman...","Comedy, Crime"
Batman Ninja,"batman, along  many   allies  adversaries, finds  transported  feudal japan  gorilla group's time displacement machine.","Animation, Action, Science Fiction"
Nothing to Declare,"  elimination   belgian/french border   90s,  belgian customs officer  forced  team   one   french counterparts.",Comedy
2012,"dr. adrian helmsley, part   worldwide geophysical team investigating  effect   earth  radiation  unprecedented solar storms, learns   earth's core  heating up.  warns u.s. president thomas wilson   crust   earth  becoming unstable   without proper preparations  saving  fraction   world's population,  entire race  doomed. meanwhile, writer jackson curtis stumbles    information.   world's leaders race  build ""arts""  escape  impending catalyst, curtis struggles  find  way  save  family. meanwhile, volcanic eruptions  earthquakes  unprecedented strength break havoc around  world.","Action, Adventure, Science Fiction"
3000 Miles to Graceland,"   ingenious enough plan: rob  rivera casino's count room   elvis impersonator convention.  thomas murphy decided  keep   money    shot   partners, including recently-freed ex-con michael zone.  $3.2 million  stake,  marshals service closing in, michael must track  murphy.","Action, Adventure, Comedy, Crime, Thriller"
Playing It Cool, young man meets  instantly falls  love   engaged woman.,"Comedy, Romance"
The Five-Year Engagement,"exactly one year  tom meets violet,  surprises    wedding ring.   accounts, tom  violet  destined   happily ever after. however,  engaged couple  keep getting tripped    long walk   aisle.","Comedy, Romance"
Meatballs,"stripper   head counselor   budget summer camp called camp northstar.  truth,  young  heart   marginally  mature   campers themselves. stripper befriends rude,  lower camped   trouble fitting in.  stripper inspires  young charges  defeat rival camp hawk   annual olympia competition, rude plays matchmaker  stripper  romance,  female counselor  northstar.",Comedy
The Funhouse,"rebellious teen amy defies  parents  going   trash carnival   pulled  town.  tow   boyfriend, buzz,   friends liz  richie. thinking  would  fun  spend  night   camp ""funhouse"" horror ride,  teens witness  murder   deformed worker wearing  mask. locked in, amy   friends must evade  murderous carnival workers  escape   leaves town  next day.",Horror
Big Fat Liar," one   class papers  stolen  turned   movie,  young student   best friend exact  hilarious, slapstick revenge   hollywood hot shot   taken credit!","Family, Comedy, Adventure"
Sweet Virginia," former rodeo star,   motel manager, meets  young man   responsible   violence  suddenly  seized  small town.","Drama, Thriller"
When the Bough Breaks, surrogate mother harbors  deadly secret desire   family      husband   expecting  raise  child.,"Drama, Thriller"
The Nut Job,"surely,  curmudgeon, independent squirrel  banished   park  forced  survive   city. lucky  him,  stumbles   one thing  may  able  save  life,   rest  park community,   gear   winter - marry's nut store.","Animation, Comedy, Family, Adventure"
Sgt. Bilko, us army  known  turning  lean mean fighting machines intent  protecting  great nation. sergeant bernie bilo   leader   rfctag group   worries soldiers ever  enlist   armed forces.,Comedy
Simply Black, failed 40 year old comedian wants  organize  first black protests  france  meeting   french celebrities   black community  make   whole new adventure.,Comedy
Welcome to the Punch," notorious criminal jacob sternwood  forced  return  london,  gives detective max lewinsky one last chance  take   man  always  after.","Action, Adventure, Crime"
Jack the Giant Slayer," story   ancient war   reunited   young farmland unwittingly opens  gateway   world   fearsome race  giants. unleashed   earth   first time  centuries,  giants strive  reclaim  land   lost, forcing  young man, jack   battle   life  stop them. fighting   kingdom,  people,   love   brave princess,  comes face  face   unstoppable warriors  thought  existed  legend–and gets  chance  become  legend himself.","Fantasy, Action, Adventure, Drama"
Nothing to Declare,"  elimination   belgian/french border   90s,  belgian customs officer  forced  team   one   french counterparts.",Comedy
Money Train,"  vengeful new york transit cop decides  steal  trainload  subway fares,  foster brother—a fellow cop—tries  protect him.","Action, Comedy, Crime"
He's Out There," vacation   remote lake house,  mother   two young daughters must fight  survival  falling   terrifying  bizarre nightmare conceived   psychopath.","Horror, Thriller"
In Bed with Victoria,"victoria   thirty-something divorced lawyer who's struggling  raise  two daughters.   candy  cynical    verge   emotional breakdown.   friend's wedding  reconnect  vincent,  old friend,  sam,  old client.  life    take  new turn.","Comedy, Drama, Romance"
13," naive young man assumes  dead man's identity  finds  embroiled   underground world  power, violence,  chance  men gamble behind closed doors   lives   men.","Drama, Thriller"
Under Siege 2: Dark Territory," passenger train   hijacked   electronics expert  turned   intractable command center   weapons satellite.   planned  blow  washington dc   one man  stop him, former navy seal casey back.","Action, Thriller"
Identity Thief,"  mild-mannered businessman learns  identity   stolen,  hits  road   attempt  foil  thief --  trip  puts    path   deceptive harmless-looking woman.","Comedy, Crime"
A Good Old Fashioned Orgy, group  30-year-olds    friends since high school attempt  throw  end-of-summer org.,Comedy
